brand_name,product_name,product_id,beauty_point_earned,price_range,price_by_combinations,url,active_date,default_category,categories,rating_types_str,average_rating,total_reviews,average_rating_by_types,total_recommended_count,total_repurchase_maybe_count,total_repurchase_no_count,total_repurchase_yes_count,total_in_wishlist
558_cosrx,Clear Fit Master Patch,19386,10,Rp 59.000,"""18 patches"": 59000",https://www.sociolla.com/acne-pimple-patch/15019-clear-fit-master-patch,2022-12-08T04:19:24.368Z,Acne / Pimple Patch,Chăm sóc da; Chăm sóc chuyên sâu; Miếng dán mụn,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.584848484848485,1320,"""star_effectiveness"": 4.567424242424242; ""star_packaging"": 4.7295454545454545; ""star_texture"": 4.678787878787879; ""star_value_for_money"": 4.363636363636363",1245,215,73,1032,3208
558_cosrx,Acne Pimple Master Patch,6382,10,Rp 59.000,"""Non Specify"": 59000",https://www.sociolla.com/acne-pimple-patch/15018-acne-pimple-master-patch,2022-05-27T17:41:25.162Z,Acne / Pimple Patch,Chăm sóc da; Chăm sóc chuyên sâu; Miếng dán mụn,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.522201538663379,5575,"""star_effectiveness"": 4.54297655824096; ""star_packaging"": 4.679282511210762; ""star_texture"": 4.558026905829596; ""star_value_for_money"": 4.308520179372198",5221,1072,360,4143,10483
558_cosrx,Acne Pimple + Clear Fit Patch,69754,20,Rp 118.000,,https://www.sociolla.com/acne-pimple-patch/16816-acne-pimple-clear-fit-patch,2022-05-14T13:24:40.481Z,Acne / Pimple Patch,Skincare; Treatment; Acne / Pimple Patch,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.604623877895154,176,"""star_effectiveness"": 4.615384615384615; ""star_packaging"": 4.784090909090909; ""star_texture"": 4.609929078014185; ""star_value_for_money"": 4.409090909090909",167,29,9,138,3129
558_cosrx,Oily Skin Bundle,84298,90,Rp 454.900,,https://www.sociolla.com/default-category/55956-oily-skin-bundle,2022-09-01T04:25:57.035Z,Skin Care Set,Skincare; Skin Care Set; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,3402
558_cosrx,Advanced Snail Mucin Gel Cleanser,91697,50,Rp 290.000,"""150ml"": 290000",https://www.sociolla.com/face-wash/63355-advanced-snail-mucin-gel-cleanser,2022-08-25T04:05:07.337Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.698453608247423,97,"""star_effectiveness"": 4.742268041237113; ""star_packaging"": 4.88659793814433; ""star_texture"": 4.804123711340206; ""star_value_for_money"": 4.360824742268041",95,11,2,84,837
558_cosrx,Salicylic Acid Daily Gentle Cleanser,19703,30,Rp 155.000,"""150 ml"": 155000",https://www.sociolla.com/face-wash/9206-salicylic-acid-daily-gentle-cleanser,2022-05-12T03:45:14.261Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.609827009739788,6879,"""star_effectiveness"": 4.5836604157581045; ""star_packaging"": 4.721471144061637; ""star_texture"": 4.711004506468964; ""star_value_for_money"": 4.423171972670446",6547,1129,496,5254,17237
558_cosrx,Low pH Good Morning Cleanser,6400,30,Rp 65.000 - Rp 155.000,"""150 ml"": 155000; ""50ml"": 65000",https://www.sociolla.com/cleansing-gel/9205-low-ph-good-morning-cleanser,2022-05-01T23:41:55.652Z,Cleansing Gel,Skincare; Cleanser; Cleansing Gel,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.642205930094145,18482,"""star_effectiveness"": 4.632723731197922; ""star_packaging"": 4.693918407098799; ""star_texture"": 4.770641705443134; ""star_value_for_money"": 4.471539876636728",17763,2486,1019,14977,58568
558_cosrx,Oil Free Ultra Moisturizing Lotion (with Birch Sap),20786,50,Rp 299.900,"""100 ml"": 299900",https://www.sociolla.com/face-cream-lotion/9593-oil-free-ultra-moisturizing-lotion-with-birch-sap,2022-05-12T02:17:18.496Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.633726041849833,5687,"""star_effectiveness"": 4.592227888165993; ""star_packaging"": 4.809038157200633; ""star_texture"": 4.724459293124671; ""star_value_for_money"": 4.409178828908036",5435,966,375,4346,27328
558_cosrx,Aloe Soothing Sun Cream SPF 50+ PA+++,19048,30,Rp 199.900,"""50 ml"": 199900",https://www.sociolla.com/sunscreen/12094-aloe-soothing-sun-cream-spf-50-pa,2022-12-27T08:16:54.668Z,Sunscreen,Skincare; Sunscreen; Sun Care,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.6232825625062866,5826,"""star_effectiveness"": 4.676577355229041; ""star_packaging"": 4.770339855818744; ""star_texture"": 4.639930855661193; ""star_value_for_money"": 4.4062821833161685",5579,998,336,4492,22061
558_cosrx,The Vitamin C 23 Serum,97274,50,Rp 275.000,"""20 gr"": 275000",https://www.sociolla.com/face-serum/68932-the-vitamin-c-23-serum,2022-11-16T16:35:16.198Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.62012987012987,385,"""star_effectiveness"": 4.584415584415584; ""star_packaging"": 4.812987012987013; ""star_texture"": 4.667532467532467; ""star_value_for_money"": 4.415584415584416",354,82,40,263,2975
558_cosrx,The Niacinamide 15 Serum,97269,50,Rp 275.000,"""20ml"": 275000",https://www.sociolla.com/face-serum/68927-the-niacinamide-15-serum,2022-11-16T16:32:15.638Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.649484536082474,290,"""star_effectiveness"": 4.628865979381444; ""star_packaging"": 4.821305841924398; ""star_texture"": 4.776632302405498; ""star_value_for_money"": 4.371134020618556",279,53,13,225,2229
558_cosrx,Hydrium Watery Toner,72704,40,Rp 109.000 - Rp 245.000,"""150 ml"": 245000; ""50 ml"": 109000",https://www.sociolla.com/toner/25884-hydrium-watery-toner,2022-05-13T06:25:08.025Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.6374900079936054,1251,"""star_effectiveness"": 4.59392486011191; ""star_packaging"": 4.742605915267786; ""star_texture"": 4.7753796962430055; ""star_value_for_money"": 4.438049560351718",1199,261,72,918,6522
558_cosrx,Advanced Snail 92 All in One Cream,6383,60,Rp 329.000,"""100 ml"": 329000",https://www.sociolla.com/face-cream-lotion/10276-advanced-snail-92-all-in-one-cream,2022-04-30T15:48:56.320Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.526072329688814,3578,"""star_effectiveness"": 4.658536585365853; ""star_packaging"": 4.4219231847490885; ""star_texture"": 4.585646201289599; ""star_value_for_money"": 4.438183347350715",3384,655,240,2672,17632
558_cosrx,Vitamin E Vitalizing Sunscreen,101739,70,Rp 350.000,"""50 ml"": 350000",https://www.sociolla.com/sunscreen/73397-vitamin-e-vitalizing-sunscreen,2023-04-06T11:34:12.256Z,Sunscreen,Skincare; Sun Care; Sunscreen,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.642857142857142,14,"""star_effectiveness"": 4.785714285714286; ""star_packaging"": 4.785714285714286; ""star_texture"": 4.571428571428571; ""star_value_for_money"": 4.428571428571429",13,2,1,11,23
558_cosrx,Total Hydration Care - The Hyaluronic Acid 3 Serum Low pH Good Morning Cleanser,99998,80,Rp 424.000,,https://www.sociolla.com/skincare/71656-total-hydration-care-the-hyaluronic-acid-3-serum-low-ph-good-morning-cleanser,2022-11-15T10:36:42.112Z,Skincare,Skincare; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,99
558_cosrx,Total Acne Care - The Niacinamide 15 Serum Low pH Good Morning Cleanser,99996,80,Rp 424.000,,https://www.sociolla.com/default-category/71654-total-acne-care-the-niacinamide-15-serum-low-ph-good-morning-cleanser,2022-11-15T10:36:30.726Z,Skin Care Set,Skincare; Skin Care Set; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,141
558_cosrx,Skintelligent  Solution Kit,84676,70,Rp 355.000,,https://www.sociolla.com/skin-care-set/56334-favorite-bundle-set-regular-pack,2022-09-01T04:26:39.862Z,Skin Care Set,Skincare; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.625,4,"""star_effectiveness"": 4.75; ""star_packaging"": 4.75; ""star_texture"": 4.5; ""star_value_for_money"": 4.5",4,2,0,2,8010
558_cosrx,Dry Skin Bundle,84299,70,Rp 354.900,,https://www.sociolla.com/skin-care-set/55957-dry-skin-bundle,2022-09-01T04:23:37.353Z,Skin Care Set,Skincare; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,2739
558_cosrx,Exfoliating + Hydrating,84301,110,Rp 585.000,,https://www.sociolla.com/default-category/55959-exfoliating-hydrating,2022-11-10T14:51:40.347Z,Skin Care Set,Skincare; Skin Care Set; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,1164
558_cosrx,AHA/BHA Clarifying Treatment Toner set of 2,78974,80,Rp 400.000,,https://www.sociolla.com/toner/50632-aha-bha-clarifying-treatment-toner-set-of-2,2022-07-18T11:03:50.617Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.888888888888889,9,"""star_effectiveness"": 4.777777777777778; ""star_packaging"": 5; ""star_texture"": 4.777777777777778; ""star_value_for_money"": 5",9,1,0,8,3678
558_cosrx,AHA/BHA Clarifying Treatment Toner,6386,40,Rp 200.000,"""150 ml"": 200000",https://www.sociolla.com/toner/9207-aha-bha-clarifying-treatment-toner,2022-08-09T10:58:03.787Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.518353078613938,18617,"""star_effectiveness"": 4.4198161389172625; ""star_packaging"": 4.678465918246764; ""star_texture"": 4.695063651501316; ""star_value_for_money"": 4.280066605790407",17474,4260,1699,12658,53718
558_cosrx,AC Collection Acne Patch,63042,10,Rp 99.000,"""26 Patches"": 99000",https://www.sociolla.com/acne-blemish-treatments/43206-ac-collection-acne-patch,2022-06-15T03:15:37.262Z,Acne / Pimple Patch,Skincare; Treatment; Acne / Pimple Patch,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.627064220183486,545,"""star_effectiveness"": 4.682568807339449; ""star_packaging"": 4.781651376146789; ""star_texture"": 4.715596330275229; ""star_value_for_money"": 4.328440366972477",516,81,32,432,2630
558_cosrx,Centella Water Alcohol-Free Toner,6392,40,Rp 215.000,"""150 ml"": 215000",https://www.sociolla.com/toner/10271-centella-water-alcohol-free-toner,2023-08-01T03:55:10.196Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.5748576604554865,3864,"""star_effectiveness"": 4.476190476190476; ""star_packaging"": 4.728778467908903; ""star_texture"": 4.762939958592132; ""star_value_for_money"": 4.331521739130435",3641,825,289,2750,18033
558_cosrx,AC Collection Calming Foam Cleanser,63044,40,Rp 215.000,"""150 ml"": 215000",https://www.sociolla.com/face-wash/43277-ac-collection-calming-foam-cleanser,2022-04-30T15:44:32.467Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.675665101721439,639,"""star_effectiveness"": 4.685446009389671; ""star_packaging"": 4.805946791862285; ""star_texture"": 4.78716744913928; ""star_value_for_money"": 4.424100156494522",619,120,20,499,2253
558_cosrx,Full Fit Propolis Synergy Toner,72705,40,Rp 109.000 - Rp 245.000,"""150 ml"": 245000; ""50 ml"": 109000",https://www.sociolla.com/toner/25885-full-fit-propolis-synergy-toner,2022-12-08T04:23:50.999Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.684806004935563,2605,"""star_effectiveness"": 4.678571428571429; ""star_packaging"": 4.7831094049904035; ""star_texture"": 4.776967370441459; ""star_value_for_money"": 4.500575815738964",2522,431,115,2059,13819
558_cosrx,Advanced Snail Mucin 96 Power Essence,6384,50,Rp 275.000,"""Non Specify"": 275000",https://www.sociolla.com/essence/11023-advanced-snail-mucin-96-power-essence,2022-04-30T15:50:59.366Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.6052415041553525,12153,"""star_effectiveness"": 4.62338517238542; ""star_packaging"": 4.780218875997696; ""star_texture"": 4.642392824816918; ""star_value_for_money"": 4.374969143421377",11733,1998,638,9517,41465
558_cosrx,Centella Blemish Cream,6391,50,Rp 299.000,"""30 ml"": 299000",https://www.sociolla.com/default-category/9596-centella-blemish-cream,2022-04-30T15:57:12.888Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.286007733204446,2069,"""star_effectiveness"": 4.333494441759304; ""star_packaging"": 4.455775737071049; ""star_texture"": 4.343644272595457; ""star_value_for_money"": 4.011116481391976",1834,535,299,1235,7881
558_cosrx,AC Collection Lightweight Soothing Moisturizer,74925,60,Rp 349.000,"""80 ml"": 349000",https://www.sociolla.com/face-cream-lotion/28105-ac-collection-lightweight-soothing-moisturizer,2022-04-30T15:46:27.045Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.630482456140351,456,"""star_effectiveness"": 4.6381578947368425; ""star_packaging"": 4.776315789473684; ""star_texture"": 4.7631578947368425; ""star_value_for_money"": 4.344298245614035",437,102,26,328,2721
558_cosrx,Full Fit Propolis Light Cream,74928,90,Rp 499.000,"""65 ml"": 499000",https://www.sociolla.com/face-cream-lotion/28108-full-fit-propolis-light-cream,2023-08-01T04:12:07.534Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.5625,248,"""star_effectiveness"": 4.620967741935484; ""star_packaging"": 4.689516129032258; ""star_texture"": 4.693548387096774; ""star_value_for_money"": 4.245967741935484",234,50,24,174,2930
558_cosrx,One Step Original Clear Pads,6405,50,Rp 299.900,"""70 pads/135 ml"": 299900",https://www.sociolla.com/toner/9208-one-step-original-clear-pads,2022-05-12T02:30:37.476Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.469210914454277,4068,"""star_effectiveness"": 4.551622418879056; ""star_packaging"": 4.561209439528024; ""star_texture"": 4.603982300884955; ""star_value_for_money"": 4.160029498525073",3893,974,303,2791,4681
558_cosrx,AHA 7 Whitehead Power Liquid,6385,50,Rp 275.000,"""100 ml"": 275000",https://www.sociolla.com/toner/10155-aha-7-whitehead-power-liquid,2023-06-30T03:51:50.089Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.485775893025893,3256,"""star_effectiveness"": 4.457538461538461; ""star_packaging"": 4.688267813267813; ""star_texture"": 4.604422604422604; ""star_value_for_money"": 4.1928746928746925",3048,824,337,2095,7367
558_cosrx,Advanced Snail 96 Mucin Power Essence (Set of 2),84305,110,Rp 550.000,,https://www.sociolla.com/essence/55963-advanced-snail-96-mucin-power-essence-buy-1-get-1,2022-07-18T11:14:36.348Z,Essence,Skincare; Treatment; Essence,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,5.0,1,"""star_effectiveness"": 5; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 5",1,0,0,1,3767
558_cosrx,Advanced Snail Peptide Eye Cream + Advanced Snail Mucin 96 Power Essence,78979,130,Rp 690.000,,https://www.sociolla.com/default-category/50637-advanced-snail-peptide-eye-cream-advanced-snail-mucin-96-power-essence,2022-09-01T04:22:53.255Z,Skin Care Set,Skincare; Skin Care Set; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.875,4,"""star_effectiveness"": 4.75; ""star_packaging"": 5; ""star_texture"": 5; ""star_value_for_money"": 4.75",4,1,0,3,1969
558_cosrx,Hydrium Green Tea Aqua Soothing Gel Cream,63049,60,Rp 345.000,"""50gr"": 345000",https://www.sociolla.com/face-gel/15779-hydrium-green-tea-aqua-soothing-gel-cream,2023-08-02T05:44:23.451Z,Face Gel,Skincare; Moisturizer; Face Gel,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.527383201678401,291,"""star_effectiveness"": 4.561643835616438; ""star_packaging"": 4.51877133105802; ""star_texture"": 4.79020979020979; ""star_value_for_money"": 4.238907849829351",273,67,29,197,1809
558_cosrx,The Retinol 0.1 Cream,101741,80,Rp 415.000,"""20 ml"": 415000",https://www.sociolla.com/face-cream-lotion/73399-the-retinol-0-1-cream,2023-03-31T04:23:52.152Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.4944444444444445,45,"""star_effectiveness"": 4.4222222222222225; ""star_packaging"": 4.7555555555555555; ""star_texture"": 4.666666666666667; ""star_value_for_money"": 4.133333333333334",43,12,2,31,572
558_cosrx,The Retinol 0.5 Oil,101740,80,Rp 415.000,"""20 ml"": 415000",https://www.sociolla.com/face-oil/73398-the-retinol-0-5-oil,2023-03-31T04:23:19.708Z,Face Oil,Skincare; Moisturizer; Face Oil,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.733606557377049,61,"""star_effectiveness"": 4.754098360655738; ""star_packaging"": 4.852459016393443; ""star_texture"": 4.737704918032787; ""star_value_for_money"": 4.590163934426229",61,11,0,50,711
558_cosrx,The Hyaluronic Acid 3 Serum,97272,50,Rp 275.000,"""20 ml"": 275000",https://www.sociolla.com/face-serum/68930-the-hyaluronic-acid-3-serum,2022-11-16T16:33:57.516Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.698529411764706,102,"""star_effectiveness"": 4.715686274509804; ""star_packaging"": 4.7745098039215685; ""star_texture"": 4.823529411764706; ""star_value_for_money"": 4.480392156862745",98,22,8,72,883
558_cosrx,Hydrium Triple Hyaluronic Moisture Ampoule,63048,70,Rp 375.000,"""40 ml"": 375000",https://www.sociolla.com/ampoule/15781-hydrium-triple-hyaluronic-moisture-ampoule,2023-07-12T08:48:33.630Z,Ampoule,Skincare; Treatment; Ampoule,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.6265432098765435,243,"""star_effectiveness"": 4.662551440329218; ""star_packaging"": 4.720164609053498; ""star_texture"": 4.757201646090535; ""star_value_for_money"": 4.366255144032922",235,39,14,190,1457
558_cosrx,AC Collection Blemish Spot Drying Lotion,91695,50,Rp 285.000,"""30ml"": 285000",https://www.sociolla.com/acne-treatment-sealing-gel-cream/63353-ac-collection-blemish-spot-drying-lotion,2022-08-16T06:37:34.973Z,Acne Treatment / Sealing gel / Cream,Skincare; Treatment; Acne Treatment / Sealing gel / Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.632352941176471,136,"""star_effectiveness"": 4.647058823529412; ""star_packaging"": 4.801470588235294; ""star_texture"": 4.705882352941177; ""star_value_for_money"": 4.375",128,33,10,93,1110
558_cosrx,AC Collection Calming Liquid Mild,63045,70,Rp 389.000,"""125 ml"": 389000",https://www.sociolla.com/toner/38019-ac-collection-calming-liquid-mild,2022-04-30T15:45:33.618Z,Toner,Skincare; Treatment; Toner,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.596153846153846,260,"""star_effectiveness"": 4.576923076923077; ""star_packaging"": 4.7615384615384615; ""star_texture"": 4.788461538461538; ""star_value_for_money"": 4.257692307692308",244,56,19,185,747
558_cosrx,Ori + Moisture Toner Pads,84304,110,Rp 599.800,,https://www.sociolla.com/default-category/55962-ori-moisture-toner-pads,2022-09-01T07:59:34.490Z,Skin Care Set,Skincare; Skin Care Set; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.25,1,"""star_effectiveness"": 4; ""star_packaging"": 4; ""star_texture"": 4; ""star_value_for_money"": 5",1,1,0,0,1242
558_cosrx,Pure Fit Cica Serum,81951,70,Rp 399.000,"""30 ml"": 399000",https://www.sociolla.com/face-serum/53609-pure-fit-cica-serum,2022-05-12T02:58:22.191Z,Face Serum,Skincare; Treatment; Face Serum,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.648907103825136,183,"""star_effectiveness"": 4.683060109289618; ""star_packaging"": 4.80327868852459; ""star_texture"": 4.819672131147541; ""star_value_for_money"": 4.2896174863387975",177,33,11,139,1366
558_cosrx,Salicylic Acid Daily Gentle Cleanser (Set of 2),84306,60,Rp 310.000,,https://www.sociolla.com/face-wash/55964-salicylic-acid-daily-gentle-cleanser-buy-1-get-1,2022-07-18T11:15:31.843Z,Face Wash,Skincare; Cleanser; Face Wash,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,1437
558_cosrx,Snail Series (Advanced Snail Peptide Eye Cream + Advanced Snail 92 All in One Cream),78978,140,Rp 744.000,,https://www.sociolla.com/default-category/50636-snail-series-advanced-snail-peptide-eye-cream-advanced-snail-92-all-in-one-cream,2022-09-01T04:27:01.989Z,Skin Care Set,Skincare; Skin Care Set; Skin Care Set,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,0.0,0,,0,0,0,0,844
558_cosrx,Refresh AHA BHA Vitamin C Daily Cream,91702,60,Rp 300.000,"""50ml"": 300000",https://www.sociolla.com/face-cream-lotion/63360-refresh-aha-bha-vitamin-c-daily-cream,2022-06-06T02:47:04.881Z,Face Cream & Lotion,Skincare; Moisturizer; Face Cream & Lotion,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.64453125,128,"""star_effectiveness"": 4.625; ""star_packaging"": 4.7734375; ""star_texture"": 4.8203125; ""star_value_for_money"": 4.359375",119,38,8,82,1131
558_cosrx,Advanced Snail Peptide Eye Cream,74103,80,Rp 415.000,"""25 ml"": 415000",https://www.sociolla.com/eye-cream/27283-cosrx-advanced-snail-peptide-eye-cream,2022-04-30T15:52:58.445Z,Eye Cream,Skincare; Eye Care; Eye Cream,is_star_effectiveness;is_star_packaging;is_star_texture;is_star_value_for_money,4.501630888391814,389,"""star_effectiveness"": 4.384415584415584; ""star_packaging"": 4.760925449871466; ""star_texture"": 4.694087403598972; ""star_value_for_money"": 4.167095115681234",359,146,34,209,3149
