user_name,is_expert_reviewer,user_level,user_id,skin_types,age_range,is_repurchase,is_recommended,star_effectiveness,star_packaging,star_texture,star_value_for_money,source,created_at,total_likes,is_verified_purchase,details,duration_of_used,product_id,product_name,product_size
nfkrynt,,Rising Star,5dcce9532b4f7b2a1f4e488e,Kulit Kering;Kulit Kombinasi;Kulit Sensitif,25 - 29 th,maybe,no,4,5,4,3,review-ios,2021-08-31T02:24:50.171Z,1,True,"Sun screen dari cosrx ini teksturnya kental banget, ada sedikit white casenya kalo dipake ke muka. Bikin lembab banget sih kalo di kulit kering, tapi kalo kulit berminyak kayaknya kurang cocok deh. Harganya lumayan mahal dibanding sunscreen lain",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
fadhielnaufaldi,,SOCO Star,603cdcada640860cca39d1eb,,25 - 29 th,no,no,4,4,4,3,review-ios,2021-08-30T18:15:58.973Z,0,True,"Maaf cosrx aku harus memberi nilai dibawah 4. Kenapa tuh kak emang? Iya jadi sunscreen yang satu ini tekstur nya cukup terasa ""tebal"" dan lumayan lengket untuk kulit ku yang oily ini. Dan dari segi aroma juga biasa aja. Nah sunscreen ini ketika aku pakai di wajah entah kenapa rasanya tuh kayak gerah gitu loh… tapi walaupun tadi aku bilang tebal, dia cepet menyerap kok dan sama sekali gak ada whitecast. Untung nya lagi, dia gak bikin aku jerawatan sih karena udah agak takut dengan sensasi gerah nya, takutnya dia clogged pores (tapi sepertinya tidak). Ohiya dia termasuk sunscreen yang aku andalkan pas aku lagi ada jerawat yang merah, soalnya cukup membantu meredakan kemerahan walaupun tidak se-signifikan itu ya. ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
keluarkan,,SOCO Star,604cc8af028feb441bfc80b1,Kulit Berminyak;Kulit Sensitif;Jerawat;Flek;Pori Besar;Kulit Kusam;Dark Circle;Komedo,25 - 29 th,yes,yes,4,5,4,5,review-ios,2021-08-30T17:59:10.274Z,0,True,"Teksturnya light, sebenernya enteng sih di muka. Cuman krn muka ku oily, dan ini finish nya ga seberapa matte jd bikin makin oily. Hampir sebulan pake suka sih sm hasilnya meskipun bikin oily tapi gpp, tetep bagus baunya jg seger💛",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
biehanna,,SOCO Star,5cbbcefd02756800064db675,Kulit Kering;Kantung Mata;Dark Circle,30 - 34 th,yes,yes,4,5,5,5,soco-web-mobile,2021-08-30T17:43:05.946Z,0,True,Overall cocok pake ini. Rutin pake bikin kulit lebih kenyal. Cuma emang agak lama aja nunggu meresapnya. Harus tunggu 10 menitan supaya meresak ke kulit,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
tisyaa,,Rising Star,5d5e00c20ed4ff00067b8809,Kulit Kombinasi;Kulit Sensitif;Jerawat;Flek;Pori Besar;Kulit Kusam;Komedo,19 - 24 th,maybe,yes,3,5,4,4,review-android,2021-08-30T04:57:14.429Z,0,True,"Memakai sunscreen cosrx ini, bikin nyaman dimuka, tidak bikin jerawat baru dan tidak berminyak berlebih. Aku kasih tau produk ini ke mama dan suka juga.",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
ecik2012,,Diva Star,5c1ac43c3b351a3320ff9bae,Kulit Berminyak;Jerawat;Pori Besar;Kulit Kusam;Komedo,30 - 34 th,yes,yes,4,4,4,4,soco-web-desktop,2021-08-30T00:18:19.856Z,0,True,"Dimuka aku yang oily gampang bngt jerawatan pake baru 3 harian jerawat pada muncul dipantengin 1 minggu makin muncul jerawat+ bruntusan trus mukaku pake ini kilang minyak banget aga berat gitu,sedihnya belum nemu ss yang cocok",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
MichelleEuge,,SOCO Star,6129e267e7b0b50b0fac0dee,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Jerawat;Pori Besar;Komedo,30 - 34 th,yes,yes,5,4,5,5,review-ios,2021-08-29T16:59:04.292Z,1,False,"Susah pindah ke lain hati setelah coba sunscreen ini. Sebelummya pakai innis*#^$ tapi mayan ngerogoh kantong jugaaa terus iseng beli ini karena ada “soothing” nya dan ternyata emang benarrrrrrr mantul 😍 kemarin beli pas dia lagi harga terrrrmurah2nya cm 120 apa ya, padahal dalam 1 bulan ini baru beli di toko sociolla edit di tokped (dan belum dibuka), harga terbaiknya jg tp malah beli lagi dgn harga lbh murah di sociolla tp ga nyesel karena pst kepakaaii. Ini bnr2 sampai kugunting tube nya karena klo udh mulai habis susah keluarnya tp wkt digunting masih lumayan banget produknya",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
KANIAESTER21,,SOCO Star,5c1ac23b3b351a3320fc6961,Kulit Kombinasi;Skin Tightening;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-29T13:48:05.749Z,0,True,"Wajibbb cobaaaa
Ini texturenya ringan dan waktu di aplikasikan ada cooling effect di wajah (tapi cuma sebentar aja) 
Untuk efeknya kerasa dan ini ga bikin wajah makin berminyak atau lengket",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
gerrygerry,,SOCO Star,60a8e876277dbe5e29cc516e,Kulit Kering;Kulit Kombinasi;Kulit Sensitif;Cellulite;Stretch Mark;Aging;Flek;Pori Besar;Kantung Mata;Dark Circle,35 - 39 th,maybe,yes,4,4,5,4,review-android,2021-08-29T08:25:43.679Z,0,False,"suka bgt sama teksturnya, ga lengket dan mudah menyerap. ga ada whitecast jg tentunya jd muka ga pektai. sayangnya masih hybrid. semoga bisa ktmu sunscreen yg murni physical tp ga parah2 amat white cast nya",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
ameliarizki1,,Rising Star,5fcd922379df85e3458edf1f,Kulit Kering;Kulit Kombinasi;Kulit Sensitif,25 - 29 th,maybe,yes,5,4,4,4,review-android,2021-08-29T03:09:40.642Z,0,False,"Sun Cream yang menurut aku, nyaman di pakai saat akan bepergian maupun di rumah saja. Dan bagiku produk ini bagus banget, udah gak bisa disebutin saking banyaknya manfaat",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
rosepink,,Diva Star,5c1aa7ac56941c32a325b5b9,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Jerawat;Aging;Flek;Pori Besar;Dark Circle;Komedo,30 - 34 th,yes,yes,5,5,4,4,review-android,2021-08-28T16:34:46.480Z,0,True,Sunscreen yang sudah aku beli berulang kali karena cocok di wajahku. Sunscreen ini ygampang di blend pada wajah dan tidak meninggalkan whitecast. Juga dapat melembabkan wajah,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
irmasuryani22,,SOCO Star,5f7b2b677d26435b6451ec38,,,yes,yes,5,5,5,5,review-ios,2021-08-28T14:34:01.663Z,1,False,Bagus banget dan cepat nyerap gapernah ganti ss lain🥰 dan cocok bgt untuk kulit sensitif dan ga menimbulkan whitecase untuk muka kitaa guysss rekom bgt,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,Freebies
rezamasita,,SOCO Star,5c1ac3e13b351a3320fee4b6,Kulit Kering;Dark Circle;Komedo,30 - 34 th,yes,yes,4,5,5,4,review-ios,2021-08-28T14:03:23.238Z,0,True,"cocok banget di aku. kulit aku kering, baru kali ini nemu sun cream yang teksturnya ringan banget. ga bikin muka keliatan berminyak atau kusam tapi ga bikin kering juga",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
dianwulandari1,,SOCO Star,5eeebd1b43b410c970a0797e,Kulit Kering;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,5,review-android,2021-08-28T13:00:13.212Z,0,True,"pertama kali coba karena diskon awalnya tapi first impresion nya suka nggak lengket, cepat meresap, nggak bikin whitecase, nggak bikin berminyak di aku cocok buat kulit kering dan sekarang aku udah repurchase yg kedua kalinya",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
Melma,,Rising Star,5f1aa5ed53df6c79c59124b7,,25 - 29 th,yes,yes,4,4,5,4,review-android,2021-08-28T10:54:29.552Z,0,True,warna putih tp gak bikin whitecast... setelah dipakai juga gak lengket... dan cepat menyerap..  wangi nya juga enak... teksturnya juga gak terlalu watery.. ,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
leenagneshia,,Rising Star,5c1ac5c33b351a332002a233,Kulit Normal;Kulit Kering,19 - 24 th,yes,yes,5,5,5,4,review-ios,2021-08-27T17:31:05.366Z,0,True,"I love the texture sih parah. Pakai sebanyak 2 jari pun ngga kerasa berat di wajah walaupun dia agak kentel, malah sangat berasa moisturized. Also it’s easily blended dan ngga ninggalin extreme whitecast. 

Worth to try sih untuk yang lagi nyari sunscreen yang moisturizing. ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
shaniaparamithaa,,Rising Star,5d4f629eca54a60006e18ef5,Kulit Berminyak;Kulit Sensitif;Jerawat;Kulit Kusam;Komedo,19 - 24 th,yes,yes,5,4,4,4,review-android,2021-08-27T14:12:56.479Z,1,True,"baguss, gaada whitecast dan ga buat kulit tambah oily
udah repurchase berkali"" jugaa hehehe,  gampang diblend juga .. recommended deh dan worth it jugaa",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
theglowaddict,,Diva Star,5c8f264ed092f900063f3c1a,Kulit Kombinasi;Jerawat;Pori Besar;Kulit Kusam;Komedo,19 - 24 th,yes,yes,5,5,4,5,review-ios,2021-08-27T11:06:48.377Z,0,True,"Sudah pemakaian ke 3 kali, so far paling cocok dengan sunblock ini karena super comfy, dia gkada bau alcohol juga. Untuk texture mungkin 4/5 karena dia semi thick texture. So far, its good!!! ",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
yaraanjani,,SOCO Star,5f1ff9588b3a2da6df5637c2,,25 - 29 th,yes,yes,5,5,5,5,review-android,2021-08-27T00:43:23.646Z,0,True,"sun cream favooriteeeee aku yg sangaat memberikan efek di muka ku lebih cerahh, mudah meresap dan sangat ringan di kulit. i love it 🥰 pokoknya pasti nya repurchase  sih sesuka ituuu",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
LithaPurwanti,,Super Star,60d6d39df716f86ed7340c14,Kulit Berminyak;Kulit Sensitif;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,yes,yes,5,5,5,5,review-ios,2021-08-26T22:43:09.009Z,0,False,"My best sun cream ever! Will def repurchase this againnn! Ga bikin bruntusan, setelah di apply ga bikin muka keputihan. Untuk yang punya oily skin harus coba ini sih!",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,Freebies
yerikanovelia,,SOCO Star,5c7c991492a13c0005892e3e,Kulit Berminyak;Jerawat;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-26T15:51:37.418Z,0,True,Sunscreen terbaik yang pernah aku cobain selama ini. Teksturnya tuh ga lengket jadi bisa langsung di blend gitu. Emg sih buat harga agak mahal tp sesuai kok sama hasilnya . Rekomen deh pokoknya,3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
yagidhw,,Rising Star,5d5956650c6a350006a64abf,Kulit Berminyak;Jerawat;Aging;Pori Besar;Kantung Mata;Komedo,30 - 34 th,yes,yes,5,5,4,5,soco-web-mobile,2021-08-26T15:48:41.584Z,0,True,Holly grail!!! Sun screen terbaik... walau sedikit oily but still okay lah di kulitku... baunya jg okay.. love this product and well done Cosrx wonderfull product,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
tidut,,Diva Star,5df20fc49402446f733e7523,Kulit Kombinasi;Kulit Sensitif;Jerawat;Dark Circle,25 - 29 th,maybe,yes,4,5,5,4,review-ios,2021-08-26T06:10:52.439Z,0,True,"teksturnya sih enak cepet nge-blend apalagi ada kandungan aloevera nya yg ngelembapin, cuma aku stop dulu karena mau cari physical sunscreen (since this is a chemical one), dan i saw alcohol in the ingredients so… later.",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
vivinatasya98,,Diva Star,5c1ac82f3b351a332007206c,Kulit Kering;Kulit Kombinasi,25 - 29 th,yes,yes,4,5,5,5,review-ios,2021-08-26T01:48:59.886Z,2,True,"Udah pakai sekitar 2 tahun and selalu repurchase! Sering coba2 sunscreen lain, tapi ujung2 nya tetap balik ke aloe shooting. Seperti namanya, sunscreen ini bener2 shoot n calm kulit ku yang kering. Ada sedikit whitecast di awal pemakaian, tapi bakal hilang dalam waktu kurang dari 1 jam. Plus harga nya affordable <3 ",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
natasharsy,,SOCO Star,5c5e70e61d0d700008bd8e45,Kulit Kombinasi;Stretch Mark;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,4,review-ios,2021-08-25T11:45:21.646Z,0,True,"pertama kali nyobain sunscreen dari cosrx dan sukaaa banget. teksturnya krim tapi ringan banget. no whitecast. gampang di blend. wanginya juga seger, ga terlalu nusuk ke hidung. harganya juga affordable. aku beli waktu sale sih hehe dan dapet beberapa freebies jugaa.",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
anisaafebrianti,,SOCO Star,5c1ab68d3b351a3320ea1357,Kulit Kombinasi;Kulit Sensitif;Jerawat;Flek;Pori Besar;Kulit Kusam;Dark Circle,25 - 29 th,yes,yes,5,5,5,4,review-ios,2021-08-25T00:28:32.079Z,0,True,"beyond my expectations, the texture is comfortable to use, when it’s applied to my face there is no white cast.  maybe the level of effectiveness is similar to bioderma photoderm max spf 100",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
rrahmaamalia,,Super Star,5cce30e83f59070008e10fe4,Kulit Normal;Kulit Kering;Kulit Kombinasi;Jerawat;Aging;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-24T15:13:25.042Z,0,True,"Juara banget buat kulit tipe normal to dry, ga ada white cast nya, harga murah, dan wanginya lembut ga mencolok, tipe-tipe produk COSRX yang ringan tapi efektif",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
limvena,,SOCO Star,5edf2b098c89f93eb8a71e88,Kulit Kombinasi;Stretch Mark;Jerawat;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-24T14:43:11.844Z,0,True,"Sesuka itu sma produk cosrx apalagi sun creamnya, teksturnya sangat smooth dan tidak lengket sma skali, bkin wajah jdi moist dan super glowing , pastinya non comedogenic jg, buat yg suka merasa sunscreen bkin kulit berminyak kalian cobain ini deh. Sharian ttp stay glowing tanpa berminyak",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Narasoadasaaba,,SOCO Star,6099f50a92e33e6525581f0d,Kulit Berminyak;Kulit Sensitif;Jerawat;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,yes,yes,4,4,5,4,soco-web-mobile,2021-08-24T14:24:11.951Z,1,True,"Sejauh ini, Sunscreen terbaik dan tercocok di wajah aku ya cuma sih cosrx ini! Bener2 efeknya secepat itu di wajah. Texture nya juga juara sih selain mudah di blend tapi juga cepat meresap ke kulit. ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
cillagusantoso,,SOCO Star,5c1aaa663b351a3320ac44fc,Kulit Kombinasi;Jerawat;Flek;Pori Besar;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,4,5,soco-web-mobile,2021-08-24T13:31:12.064Z,0,True,"So far sunscreennya the best sunscreen ever sih! Sunscreennya cocok banget di kulitku, ga lengket, ga bikin white cast, ga bikin kusam, trs bikin mukaku jadi glowing. Harganya terbaik sih, apalagi kalo ada disc hehe",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
jessicadame,,SOCO Star,5c1aacc53b351a3320b89226,Kulit Berminyak;Kulit Sensitif;Cellulite;Stretch Mark;Jerawat;Flek;Pori Besar;Komedo,25 - 29 th,maybe,yes,5,5,5,4,soco-web-mobile,2021-08-24T13:26:35.051Z,0,True,"Texturenya enak banget, kerasa moisturizing karena ada kandungan aloenya. Seneng karena sunscreen ini bisa ku bilang ga ada whitecastnya ❤️🥲 tapi sayang kayaknya kurang cocok buat kulit berminyak kayak akuu",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
fzukhrifa22,,Rising Star,5c1aba953b351a3320eec0b5,Kulit Kombinasi;Jerawat;Pori Besar;Kantung Mata;Komedo,25 - 29 th,yes,yes,5,4,5,4,soco-web-mobile,2021-08-24T12:52:22.153Z,0,True,"Udh ngincer lama, tapi akhirnya baru kebeli kmrn. Teksturnya enak banget, ga greasy, ga whitrcast, ga bikin muka jd kaya kilang minyak, dan yg paling aku suka: wanginya! Bukan wangi artificial yg ganggu, malah kaya wangi yg calming dan seger gitu. BAKALAN REPURCHASE SIH KRN SEBAGYS ITU❤❤",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Yaniniii,,Rising Star,5c1aace83b351a3320b938a3,Kulit Kombinasi;Kulit Sensitif;Jerawat;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-24T12:38:01.199Z,0,True,"Ini product kedua dari cosrx yang aku suka! Why?? Awalnya aku sempet bingung milih sun screen yang cocok untuk kondisi skin aku, but setelah ketemu sun screen dari cosrx ini, aku beneran cocok! No white cast, nyerapnya cepet ke kulit, dan sering ada promo juga, pokoknya worth it to buy dehhh",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
karinadys,,Super Star,5c1ab1b63b351a3320d06dde,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif,25 - 29 th,yes,yes,5,5,5,4,review-ios,2021-08-24T11:13:24.748Z,0,True,Baru pertama kali cobain ini untuk ance prone dan kulit berminyak ternyata oke banget!! Ga bikin muka berminyak dan berasa enteng banget. Waktu ditumpuk makeup juga masih enak bgt. ,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
indrawatii11,,SOCO Star,5cbafdf8bb286a0005d511cf,Kulit Kombinasi;Stretch Mark;Flek;Pori Besar;Kulit Kusam;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,4,5,review-android,2021-08-24T10:14:38.884Z,0,False,produknya bagus dan melindungi kulit dr matahari selain itu texture nya juga oke dan harga nya masih terjangkau karna bisa di pakai untuk 1 bulanan...,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
patricianss,,Super Star,5c1abb653b351a3320efa693,Kulit Kering,19 - 24 th,yes,yes,5,5,5,4,review-android,2021-08-24T10:11:53.340Z,0,False,"Pertama kali pas coba ss ini aku kaget kok teksturnya kyk berat banget (sesuai namanya sih sun cream) dan agak susah blend tapi setelah penggunaan beberapa jam, mukaku ga berminyak sama sekali bahkan pas aku pake buat panas-panasan, jadi walaupun diawal agak suzah blend tapi ternyata dia ga bikin muka berminyak dan ga whitecast juga👍",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
NSina,,SOCO Star,5cd4ba29ea14890009ef674a,Kulit Kering;Kulit Kusam;Komedo,19 - 24 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-24T03:29:18.417Z,0,True,"Wahhh sukaa banget sama produk ini,,,suncreen nya enggak bikin whitecase di wajah terus setelah pemakaiannya juga enggak bikin lengket-lengket gitu,,,",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
vadyalukita,,SOCO Star,5cc7ba5f32dd9f0006dab46c,,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-23T23:54:42.375Z,0,True,"
The best sunscreen ever! Kalau pake ini, biasa aku skip moisturizer karena sudah cukup melembapkan. Tipe wajahku kombinasi cenderubg berminyak dan ss ini gak buat wajahku tambah berminyak atau kusam. Untuk ketahanan di bawah matahari sih aku belum coba, karena dipake untuk aktifitas sehari-hari yaitu ngantor. Tidak sumuk juga walau dipake untuk kunjungan proyek 👍🏻 intinya ss ini nyaman dan ramah banget di kulit, love ❤",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
alulfa,,SOCO Star,5cf19d55318d620007d96b02,Kulit Kering;Cellulite;Aging;Flek;Kantung Mata,25 - 29 th,yes,yes,5,5,5,4,soco-web-mobile,2021-08-23T22:13:15.032Z,0,True,"Sunscreen + moist cosrx bener bener nyaman dipakai di muka, selain butuh spfnya kita juga dapet sensasi moist nya dong di muka jadi ga perlu double pake moisturizer lagi ♡",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Anggritaps,,SOCO Star,5c82eb4e122f860006077582,Kulit Normal;Flek;Kulit Kusam;Komedo,19 - 24 th,yes,yes,4,4,4,4,soco-web-mobile,2021-08-23T17:03:38.435Z,0,True,"I’m interested the textures, sangat bagus digunakan untuk kegiatan sehari-hari.
My skin type is combination 
Aku pribadi bakal membeli produk sunscreen Cosrx.
",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Dadahh,,Super Star,5c9f434eb8d98a00051ed012,Kulit Kering;Kulit Sensitif;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-23T14:53:59.686Z,0,True,"Akhirnya ku menemukan sun cream yg gak bikin muka aku kusam 🥺
Selama ini gak berani pake sun cream karena setiap coba selalu bikin muka kusam. Akhirnya ku memberanikan mencoba produk ini dan ku tak menyesalll 🥳💃💃💃 like it ❤",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
agustikanelly,,SOCO Star,5c8ca040a74e2300077d2865,Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif;Jerawat;Flek;Pori Besar;Kulit Kusam;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,4,soco-web-mobile,2021-08-23T12:32:22.322Z,0,True,"Suncream yang cocok banget dikulit aku, dan ada efek glowing juga setelah dipakai, dengan spf 50++ merasa wajah benar-benar terlindungi, udah repurchase order tang ke4 atau ke5. ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
megauliap,,SOCO Star,5c8fb10e98a05400088b3747,Kulit Kombinasi;Flek;Pori Besar;Dark Circle;Komedo,25 - 29 th,yes,yes,4,4,4,5,review-ios,2021-08-23T12:13:06.492Z,0,False,"Sehappy itu kenal sama COSRX, sunscreen nya gak bikin whitecast gilak ini beneran pas banget buat beraktifitas di indo yg lumayan hot. terus yg aku jadiin poin plus dia mengandung aloe vera yang bisa ngasih efek hidrasi ke kulit. Pokonya topppp!!",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
Nisaaaadlh_,,SOCO Star,5c60e8def38a78000747e360,Kulit Berminyak;Jerawat,19 - 24 th,maybe,yes,5,4,4,3,soco-web-mobile,2021-08-23T10:15:33.449Z,0,False,"Aku suka  banget sama sunscreen ini, cocok untuk kulit ku yang lumayan sensitif, dengan tekstur yang tidak lengket dikulit aku sudah pakai produk ini lebih dari setahun.",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Danbury,,Rising Star,5c6a2b712f9b3100061c46ea,Kulit Kombinasi;Cellulite;Stretch Mark;Jerawat;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle,19 - 24 th,yes,yes,4,5,4,3,soco-web-mobile,2021-08-23T08:53:43.650Z,0,False,"Udah pemakaian ke 3x, dan emang nyaman sih di aku karena kulit jd plump gt dan gak ada white cast jadi bagus untuk ke step makeup. Texture nya bikin kulit jadi soft dan lembab. ",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
rizsachan,,Rising Star,5c1ac50c3b351a33200139c8,Kulit Kombinasi;Kulit Sensitif;Kantung Mata;Komedo,30 - 34 th,maybe,yes,3,5,4,4,soco-web-mobile,2021-08-23T07:48:07.283Z,0,False,"Love hate relationship sih sama sunscreen ini. Sebenernya dia bagus karena ringan dan minim whitecast, terus ada kandungan aloe vera nya yg ngasih efek shooting ke kulit. Sunscreen ini ngga bikin jerawatan juga, aman bgt. Tapi tapi ngga sukanya setelah beberapa lama wajahku jadi greasy kalo pakai ini. Jadi sunscreen ini tetap aku pakai saat dirumah saja. ",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Lelynsf,,SOCO Star,5c1ac06d3b351a3320f91ec7,Kulit Sensitif;Kulit Kombinasi;Komedo;Pori Besar;Jerawat,30 - 34 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-23T06:46:04.945Z,0,True,"My favorite sunscreen all the time. Tidak tergantikan. Gampang bgt di blendnya, ga ada whitecast dan yg paling penting cocok untuk kulit combinasi acne prone ku",,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Wardahhhj,,SOCO Star,5c1aaa1f3b351a3320aaf502,Kulit Berminyak;Kulit Sensitif;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,19 - 24 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-23T04:32:24.089Z,1,True,"sunscreen kecintaann akuu! Walaupun harganya agak lumayan pricey buat kantong pelajar, tapi bagus banget! Apalagi waktu sekolah itu sering panas2an dan ikut kegiatan sana sini. Buat pelajar yang punya kondisi kulit berminyak, beruntusan dan ada beberapa jerawat. Ini solusi banget! Soalnya sunscreennya ngga berat dan nggak bikin kilang minyak dimuka! LOVEE IT",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
donamonic,,SOCO Star,5c1aab703b351a3320b271f7,Kulit Normal;Kantung Mata,25 - 29 th,yes,yes,5,5,5,4,review-web-mobile,2021-08-23T04:25:31.970Z,0,False,"Salah satu sunblock ternyaman menurut aku. Karna after-used nya ga sticky dan it absorbs well to skin. Untuk yg blm biasa pake sunblock, i recommend to use this one. Krn lumayan nyaman untuk dipakai dlm waktu yg lama! ",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Syaviraagita,,SOCO Star,5c1ab8693b351a3320ec4b6a,Kulit Normal;Kulit Kombinasi;Kulit Sensitif;Jerawat;Aging;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5,5,5,5,soco-web-mobile,2021-08-23T04:10:09.092Z,0,True,"Enak banget sunblock nya, tidak ada white cast nya di muka. Mantaaapp. Terus juga harganya affordable banget buat kualitas yang bagus bangeet. Bakal beli lagi sih",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Shahira,,SOCO Star,5c1aafab3b351a3320c65f03,Kulit Kombinasi;Pori Besar;Dark Circle,30 - 34 th,yes,yes,5,5,5,3,soco-web-mobile,2021-08-23T03:12:40.636Z,0,False,Produk ini bagus banget dan memberikan efek di combination skin aku. tekstur nya yang creamy jadi gampang di apply dan langsung menyerap ke kulit. recommended,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
